district,Andaman_and_Nicobar,Andhra_Pradesh,Arunachal_Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Countries_in_Africa,Countries_in_America,Countries_in_Asia_beyond_India,Countries_in_Europe,Countries_in_Oceania,Dadra_and_Nagar_Haveli,Daman_and_Diu,Delhi,Elsewhere_in_the_district_of_enumeration,Goa,Gujarat,Haryana,Himachal_Pradesh,Jammu_and_Kashmir,Jharkhand,Karnataka,Kerala,Lakshadweep,Last_residence_elsewhere_in_India,Madhya_Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Orissa,Pondicherry,Punjab,Rajasthan,Sikkim,States_in_India_beyond_the_state_of_enumeration,Tamil_Nadu,Total,Tripura,Uttar_Pradesh,Uttaranchal,West_Bengal,Within_the_state_of_enumeration_but_outside_the_place_of_enumeration
Valsad,8,1081,3,213,16179,43,393,118,47,1496,59,6,3575,3539,339,420042,123,56475,477,220,147,1917,2096,3536,0,612817,3315,42938,11,13,4,31,2645,18,444,9109,14,136300,1337,614543,10,39373,478,2671,476517
Dakshin_Dinajpur,4,22,1,772,4321,3,15,2,7,144569,3,0,0,0,82,304360,0,88,66,4,46,968,121,58,0,370124,63,66,4,13,0,3,98,0,66,203,12,7915,17,514705,66,720,13,57849,362209
South_Twenty_Four_Parganas,48,393,30,2137,34768,83,2723,8,7,85553,29,3,0,0,483,1396121,35,326,192,41,75,4931,117,623,0,1777933,659,508,26,209,18,43,5039,7,538,548,21,64449,308,1863533,721,8664,135,317363,1713484
Durg,21,18342,13,1736,25488,374,255170,80,15,2694,22,46,8,0,1405,621716,30,2291,1704,350,929,8874,719,5279,0,1086505,33038,25890,26,26,0,11,23832,29,6226,4071,8,209619,2372,1089370,80,34624,764,11059,876886
Bongaigaon,0,485,61,70820,5412,10,13,0,2,8165,1,0,0,0,69,141406,2,34,79,32,18,317,38,80,0,231057,54,33,22,403,6,55,117,0,212,1015,12,18831,43,239225,227,1313,19,8650,212226
Daman,31,247,3,277,8919,33,456,64,29,1389,33,7,665,863,188,6534,351,13748,146,80,34,1333,508,832,0,63718,1475,9764,9,0,0,10,2062,2,105,2489,5,56321,354,65240,5,10150,288,1752,7397
Sirsa,7,178,3,227,5255,329,226,2,10,14111,8,2,3,1,1408,146102,32,362,54014,982,325,459,86,86,0,412973,933,315,7,19,0,5,101,1,106867,81695,5,212857,81,427106,1,11229,884,745,200116
Bilaspur_(Himachal_Pradesh),3,34,3,53,845,200,126,3,2,512,1,0,0,0,244,49076,2,60,500,24325,340,445,34,21,0,114458,163,113,6,1,4,2,29,0,36108,389,3,41057,35,114976,1,922,171,200,73401
The_Nilgiris,22,1173,52,76,177,59,12,75,65,48516,108,32,0,0,314,161753,22,207,83,149,114,59,8089,29468,6,265839,512,1028,29,8,3,0,112,156,210,406,2,43533,60553,314635,6,542,22,415,222306
Hoshangabad,3,346,12,82,1457,21,3055,4,1,1153,12,0,1,1,304,215963,17,547,384,45,75,205,142,570,0,361878,117950,9969,2,6,0,7,238,0,577,1082,7,27965,396,363054,4,7342,265,803,333913
Leh_Ladakh,7,113,6,92,534,112,25,0,3,2932,0,0,0,0,241,9806,5,19,515,1092,3028,150,67,443,0,20653,223,124,13,8,3,6,81,0,862,253,17,7819,185,23588,13,1165,1116,329,12834
Rohtak,1,112,11,169,4611,874,2743,10,2,12787,4,3,2,0,14931,98200,20,248,163708,392,193,291,52,99,0,314245,875,407,2,6,1,6,148,0,4757,4011,1,52337,238,327051,15,14495,1526,1100,261908
Haveri,1,652,0,10,134,1,9,13,1,50,18,0,0,5,18,326788,273,126,44,28,19,28,114776,332,0,445556,95,700,0,0,0,0,13,5,25,721,1,3992,435,445638,4,176,27,110,441564
Ganjam,11,14914,13,135,908,53,865,6,11,305,2,8,0,0,147,855329,10,3449,169,23,247,786,105,377,0,931483,361,671,10,8,2,40,48269,6,254,354,1,27885,267,931815,12,723,51,2913,903598
Lower_Subansiri,0,5,1910,2842,562,2,1,1,0,332,0,1,0,0,14,17140,0,2,23,22,7,24,9,79,0,23573,10,4,24,55,9,17,86,5,24,39,5,4523,36,23907,17,277,56,267,19050
Muzaffarnagar,7,114,6,181,5687,236,144,15,15,3002,8,3,0,1,6161,541318,7,387,20496,197,243,1263,360,63,0,850205,660,463,42,6,7,11,221,94,4661,1051,0,65817,44,853248,86,243070,21403,1515,784388
Rohtas,0,52,1,55,121008,21,118,28,5,147,91,8,1,0,123,491365,6,271,755,14,22,23591,22,54,0,646228,326,194,1,1,5,9,127,1,140,114,0,33855,166,646519,3,6280,63,1319,612373
Moga,0,59,0,146,2447,401,202,18,104,6505,25,4,0,0,809,159516,3,130,3558,687,195,244,30,34,0,313396,284,289,3,7,3,0,153,2,133226,2761,6,20654,56,320052,4,6908,477,756,292742
Saharanpur,17,182,13,471,4546,517,309,20,18,6455,13,2,1,2,4499,436657,8,463,23837,704,615,611,317,141,0,659880,689,512,53,8,2,5,369,36,6501,808,7,96824,116,666388,94,126399,48310,2061,563056
Churachandpur,0,121,1,274,270,0,5,0,1,74,5,9,0,0,22,35052,0,5,58,27,10,25,16,48,0,41293,83,198,4322,34,181,40,25,0,42,111,8,1919,23,41382,19,166,30,77,39374
Pakaur,2,39,2,100,4415,9,9,6,7,202,3,1,1,0,50,117980,1,123,52,14,23,16783,18,47,1,162583,55,96,3,0,3,3,83,0,57,73,1,27820,39,162802,3,621,9,21868,134763
Tuensang,0,55,368,1220,614,1,1,605,1,292,4,0,0,0,47,33337,0,50,43,9,13,279,2,193,0,41066,31,26,263,23,46,3384,25,4,43,220,3,4345,36,41968,78,445,97,110,36721
Delhi,1480,46174,4320,58492,1451130,29788,37462,11482,10616,521884,12060,1666,504,2558,411552,411552,13478,60668,1110346,154030,80082,225432,36400,139076,1000,11471208,200306,127088,11494,12746,3578,35796,81772,2378,512238,550090,3298,10648104,109244,12028916,4302,4592734,604812,343808,823104
Tiruvannamalai,10,848,18,6,67,1,9,4,9,2979,5,5,0,0,23,244551,6,55,12,3,16,8,2200,386,0,306525,28,282,0,0,0,1,18,779,19,76,0,4942,57032,309527,1,27,1,42,301583
Pashchim_Champaran,1,1480,36,866,53586,16,201,127,22,11722,26,21,3,22,179,584784,3,94,428,34,133,2210,418,59,4,758551,111,7263,2,5,4,65367,84,4,450,128,2,120181,28,770469,59,20568,18184,1735,638370
Rangareddi,160,899901,45,698,8079,231,520,57,186,1292,52,30,2,8,2520,593973,147,2524,1004,207,392,687,35907,9693,1,1624009,2262,17784,62,88,10,41,12730,124,1528,5676,23,130135,14269,1625626,16,8192,433,4072,1493874
Lower_Dibang_Valley,5,7,4178,8342,1446,0,2,0,0,1882,0,3,0,0,11,12298,0,1,42,3,3,686,4,91,0,28625,8,11,271,76,6,160,73,0,7,134,39,12149,4,30510,51,271,16,379,16476
Banda,5,22,2,413,590,5,650,3,48,154,1,0,0,1,107,302044,1,188,110,180,16,146,56,23,0,401501,29683,407,5,1,5,472,135,1,99,156,0,33909,23,401707,2,65548,159,246,367592
Imphal_West,0,27,64,845,539,16,2,0,3,142,5,0,0,0,87,67430,3,18,48,9,19,55,31,37,0,88866,28,41,17813,101,84,164,26,0,81,400,14,3623,47,89016,251,272,61,253,85243
North_Sikkim,0,5,22,66,590,1,0,4,0,3219,1,0,0,0,15,4697,0,5,52,23,45,20,1,15,0,9502,12,13,264,10,14,25,6,0,9,64,2686,2119,3,12726,13,136,52,638,7383
Imphal_East,2,8,37,3265,368,4,5,0,4,416,1,0,0,2,18,53760,2,5,31,17,7,23,4,88,0,80574,12,18,21960,67,69,118,25,0,24,37,10,4854,18,80995,222,132,88,128,75720
Nagpur,89,13763,50,997,16614,620,90862,155,66,7327,60,15,6,12,4218,621974,447,10865,2535,795,801,6295,3457,5550,2,1486290,179771,442361,125,166,52,56,5969,48,5000,10398,32,421955,4506,1493914,45,45175,1295,11339,1064335
Khammam,26,221131,17,75,782,96,2537,29,14,157,3,23,1,0,85,616057,3,222,40,15,20,66,665,850,0,851337,637,948,21,12,0,7,2636,29,56,741,1,14149,2523,851563,1,764,8,265,837188
Karimnagar,13,160875,11,31,451,34,1309,8,10,319,48,1,0,0,115,850768,8,527,72,33,28,72,1042,868,0,1034096,805,7576,3,3,0,5,5169,18,106,972,0,22453,2110,1034482,6,751,27,288,1011643
Solan,4,123,8,144,9447,2635,2094,10,14,6659,20,2,2,1,2311,111758,13,254,9263,38504,1445,931,110,162,0,221657,902,680,16,26,7,11,1964,5,17215,1549,6,71395,106,228362,17,15031,2253,2660,150262
Nalanda,8,49,43,1681,108801,949,133,1282,112,250,623,5,1,27,116,377735,2,3431,163,44,20,4213,498,23,2,602435,490,12359,6,126,8,27469,470,16,4051,11709,468,115899,31,604707,65,42814,2972,1442,486536
Nanded,8,40658,4,57,300,23,78,14,7,222,5,2,0,1,141,673206,17,1434,195,61,77,56,10074,235,0,892998,817,160184,11,5,1,2,339,2,1364,1480,3,59608,329,893248,5,1463,60,308,833390
Sant_Kabir_Nagar,3,18,5,61,1502,2,852,14,8,518,27,2,0,1,89,216761,6,49,59,3,5,1660,48,17,0,342344,93,496,0,0,0,0,27,2,160,42,0,6511,15,342913,3,119072,51,1242,335833
Maldah,10,141,20,1704,37019,6,108,7,3,78084,1,0,0,2,886,667268,5,133,203,27,164,9070,90,100,0,797281,132,253,25,30,1,29,292,5,353,413,14,53650,58,875376,129,2095,133,76363,743631
Jamui,1,6,2,133,61481,1,56,3,5,37,0,0,0,0,58,269166,0,162,9,1,184,22835,12,35,11,358066,32,30,0,0,0,2,311,0,20,21,0,27419,16,358117,3,349,3,3126,330647
Lohit,0,74,7622,17246,2758,7,7,0,0,2592,1,0,0,1,32,26915,1,7,77,36,15,490,24,198,0,59023,40,15,265,147,16,242,451,0,64,147,47,24486,37,61616,158,972,155,757,34537
Lohardaga,0,6,5,11,3159,1,117,12,5,24,3,3,0,0,10,56310,0,54,11,2,4,28034,8,88,0,88984,55,19,15,1,0,1,181,0,19,48,0,4640,13,89031,4,244,13,551,84344
Gandhinagar,15,728,15,870,3093,85,556,105,43,956,17,5,13,39,884,267176,47,341726,759,491,242,586,559,1364,0,653903,2228,6047,31,20,3,9,654,71,829,14060,25,45001,841,655029,131,8043,737,926,608902
Sundargarh,19,4078,7,460,32040,112,11273,42,12,1266,54,19,1,2,443,333071,26,1121,1209,175,111,52560,252,1587,0,635805,1533,866,38,26,4,29,167062,6,1998,1435,11,135672,610,637198,69,7189,252,16130,500133
Chikmagalur,4,1507,7,49,198,5,15,8,10,201,10,4,0,7,61,159421,46,114,25,43,9,44,113259,4670,0,290659,67,377,2,1,2,0,113,21,38,844,4,17979,9277,290892,1,170,20,238,272680
Hailakandi,2,38,31,21493,629,0,3,1,0,2490,1,0,0,0,18,95617,2,7,8,4,8,37,58,31,0,122174,32,10,96,322,365,80,46,1,15,257,1,5064,31,124666,1956,219,16,741,117110
Champhai,0,3,6,168,15,0,0,1,0,5052,0,0,0,0,0,16630,0,1,5,0,0,69,1,13,0,22159,8,11,1621,34,3498,1,9,0,0,2,1,2031,3,27212,18,10,5,27,20128
Marigaon,0,56,20,24931,1421,0,3,2,1,2308,0,0,0,0,6,139159,1,10,12,2,3,16,9,25,0,167479,19,11,17,118,5,93,41,0,15,226,0,3389,5,169790,211,353,12,679,164090
Dungarpur,0,45,1,3,324,2,26,0,1,235,0,0,0,0,39,275508,2,15774,82,2,9,27,36,211,0,332447,1375,1016,1,0,1,0,193,0,61,36586,0,20353,26,332683,1,880,34,182,312094
Pilibhit,14,43,0,3127,2660,31,556,5,26,11250,4,2,0,0,361,236400,1,96,731,15,36,346,47,41,0,379778,2059,212,7,2,2,90,111,4,13574,414,0,39146,104,391065,13,104232,9453,4996,340632
South_Garo_Hills,0,0,8,679,65,0,1,0,0,311,1,0,0,0,1,11459,1,0,3,23,0,2,2,4,0,15110,0,1,8,2639,0,2,2,0,0,19,0,1012,1,15422,9,25,0,156,14098
Jyotiba_Phule_Nagar,1,56,0,152,2193,26,51,11,1,354,4,30,1,0,1438,191119,1,57,636,41,16,269,50,65,0,309160,345,123,1,1,0,8,57,0,1213,247,0,11167,18,309560,3,106874,2629,1469,297993
Bagalkot,4,1668,2,68,246,8,37,2,3,61,115,2,0,0,61,348730,399,534,46,25,42,130,192097,231,0,562768,170,15456,4,5,2,0,235,18,45,833,3,21941,740,562951,8,712,16,193,540827
Barabanki,1,48,3,692,4616,50,1524,2,67,197,12,2,0,0,188,509427,3,311,117,144,46,563,15,52,0,649040,352,191,72,1,1,1,86,1,484,158,0,10490,13,649320,0,129123,274,483,638550
Ujjain,2,1411,1,38,1531,34,2051,16,3,1954,17,0,5,1,549,283610,20,3630,650,71,47,163,291,1157,0,594546,258421,5743,5,6,2,2,336,5,702,19032,1,52515,274,596537,7,13540,367,841,542031
Karnal,4,167,2,177,25061,2109,1186,26,19,23491,14,2,0,0,7701,126731,10,309,163611,1627,589,359,123,133,0,400492,722,535,4,13,0,1,259,6,21883,3592,10,110150,137,424044,9,39486,2870,1066,290342
Lakshadweep,47,22,5,6,6,0,0,5,0,16,1,1,28,28,42,12907,4,13,0,1,7,7,352,3592,0,18468,1,853,1,0,0,2,12,9,3,12,1,5561,345,18491,1,21,1,139,12907
Mandla,0,121,5,15,346,12,3085,0,0,222,0,0,0,1,39,192790,1,41,32,1,2,172,22,155,0,247455,47207,1672,0,0,0,0,115,0,86,133,0,7458,50,247677,0,1133,13,206,239997
Banka,0,7,2,25,75351,0,4,3,4,35,0,1,0,0,89,283475,1,96,15,1,14,34648,33,14,1,395926,21,49,0,0,1,1,432,0,15,16,2,37100,2,395969,1,245,11,1354,358826
Rupnagar,26,431,9,480,13495,41125,1672,60,152,8005,150,15,0,0,6806,224561,19,527,26353,33276,1357,1091,284,566,0,519860,1164,1355,42,29,2,13,503,5,117520,2772,19,177779,636,528242,14,36265,4926,2517,342081
Doda,0,4,2,23,242,22,24,0,0,83,0,0,0,0,45,82573,0,14,65,300,6587,7,23,17,0,91130,26,16,0,3,0,0,10,0,390,54,0,1970,17,91213,0,456,117,93,89160
Lucknow,44,1118,91,9452,25870,671,15556,86,207,7945,58,18,5,3,7464,355314,74,1634,2885,1400,1551,5496,732,1686,7,1016448,7748,4252,111,257,25,270,1223,24,5844,4405,46,131403,883,1024762,110,529731,23198,7268,885045
Faridkot,0,118,3,131,3217,327,39,7,70,3037,21,6,0,1,782,65929,1,94,5695,597,195,191,59,113,0,190721,214,242,10,2,5,9,153,2,100777,4481,1,24015,146,193862,5,6160,455,567,166706
Mamit,0,5,17,896,52,0,1,0,0,624,0,0,0,0,0,7070,0,0,2,7,1,265,1,16,0,16486,3,17,140,35,5774,2,25,0,8,9,0,3642,3,17110,2092,22,8,15,12844
Una,2,139,2,85,1842,986,2594,22,16,911,17,2,0,0,1478,103998,9,154,1163,22727,572,253,71,52,0,173909,417,504,14,12,1,8,107,2,30231,877,23,47184,27,174877,19,4956,349,235,126725
Pathanamthitta,84,558,84,245,238,33,376,239,209,4999,105,8,0,1,938,251100,56,692,126,28,111,166,1000,162935,9,432855,760,2087,36,36,14,175,310,18,193,416,18,18820,9271,438441,18,398,28,297,414035
Dindori,0,12,0,73,79,2,1987,0,0,34,0,0,0,0,13,120769,0,27,13,3,0,65,3,21,0,150990,27077,118,0,1,0,0,20,0,17,77,0,3144,11,151024,0,529,2,71,147846
Virudhunagar,26,238,11,7,8,3,0,21,8,2625,6,0,0,0,30,250396,3,20,7,4,11,1,162,1238,2,318478,15,486,8,1,0,4,9,51,16,50,1,2482,65600,321138,3,45,5,17,315996
Mansa,0,22,0,46,1249,174,31,1,7,2575,3,0,0,0,528,104275,4,37,33327,301,40,48,8,8,0,239403,327,99,1,0,0,0,55,0,88561,4817,0,46567,8,241989,1,4757,203,476,192836
Nashik,18,5254,58,1057,15672,396,1115,93,40,3687,76,8,67,36,2616,1613335,431,27810,1831,547,988,1092,7766,6956,1,2308912,14731,543732,49,73,4,37,1765,37,3525,9152,39,151845,2985,2312816,33,39650,814,5240,2157067
Lalitpur,0,71,2,30,264,9,277,13,8,93,31,10,0,7,95,198257,0,129,67,101,14,29,60,76,0,274319,55021,360,26,0,1,1,93,0,79,347,0,57525,107,274474,15,18537,119,125,216794
Kaimur_Bhabua,2,13,8,37,45875,3,28,9,2,20,30,2,0,0,34,251513,1,73,222,6,8,2027,9,11,0,329123,85,88,211,3,0,0,43,0,56,35,0,31735,12,329186,1,28314,3,402,297388
Kaushambi,1,6,0,55,232,1,512,0,1,27,0,1,0,0,42,227890,1,10,65,3,9,66,8,46,0,274228,2495,178,0,0,0,8,92,0,35,26,1,4102,4,274257,8,42236,64,134,270126
Bhadrak,2,544,2,17,322,2,33,2,0,236,1,3,0,0,35,273607,1,155,62,14,7,137,20,24,0,337706,102,52,1,0,0,1,54942,3,45,310,0,9157,65,337948,0,173,12,7016,328549
Guna,0,262,3,38,700,35,1494,0,0,298,1,0,0,0,587,326825,5,524,952,104,49,172,30,247,0,466290,98966,1172,1,2,1,1,395,2,1770,17651,0,40499,127,466590,7,13595,231,342,425791
Mahendragarh,0,70,0,84,610,66,298,0,0,620,2,1,1,0,1714,92779,3,310,61421,56,59,117,16,9,0,247185,344,236,0,0,1,3,96,0,778,85200,7,92985,15,247808,4,2296,231,361,154200
Chamarajanagar,0,248,12,10,31,4,5,20,5,302,4,1,0,0,15,167507,4,18,13,1079,20,4,35630,938,1,217721,67,56,1,6,1,1,23,8,7,325,263,14584,11287,218053,0,43,42,52,203137
Rewa,4,116,1,38,2145,33,3309,0,1,483,0,12,1,0,195,420525,5,254,130,68,63,351,44,257,0,556542,85801,874,20,9,3,7,158,0,275,377,1,50216,89,557038,6,40842,184,357,506326
Sangrur,11,140,7,375,13027,1478,198,20,102,7057,15,4,0,0,1779,420596,14,308,40834,2206,560,494,77,96,0,719958,737,785,19,33,2,6,565,7,209562,5444,5,89800,82,727156,5,16630,1381,2495,630158
Patna,30,371,50,936,468829,167,213,34,34,1663,72,3,1,1,1642,729002,25,2183,581,99,293,28942,294,1138,1,1266971,967,942,63,49,31,59,1573,11,938,1672,32,69140,348,1268777,53,13459,290,11686,1197831
Jajapur,0,464,1,25,999,7,76,2,1,181,1,0,1,3,50,336536,16,108,36,21,4,1628,43,68,0,433183,85,68,2,2,0,3,89463,0,143,348,3,7184,74,433368,13,309,4,2580,425999
Bulandshahar,1,133,0,179,3187,67,111,24,15,577,3,7,2,0,8113,457401,3,161,3265,82,76,666,64,76,0,721138,697,408,16,2,1,2,135,0,556,1104,4,22136,59,721764,4,241601,1846,1116,699002
Puri,7,4073,8,50,326,4,70,0,41,168,13,0,0,1,64,337521,1,92,39,7,18,205,26,58,0,419024,72,69,2,3,0,1,73801,1,28,84,0,7702,36,419246,2,187,5,2163,411322
Nabarangapur,2,1812,1,39,800,61,17230,10,3,8341,1,1,3,0,25,209237,1,48,183,6,13,315,87,52,0,280958,630,110,2,0,0,2,47927,1,28,212,1,23794,273,289314,4,247,10,1596,257164
Sitapur,2,81,6,19681,3445,37,720,5,5,559,3,0,1,0,251,735824,6,104,503,23,25,619,15,231,0,903652,664,178,2,6,2,123,60,1,2497,400,3,31368,18,904224,8,136460,896,760,872284
Jalor,12,706,0,8,264,2,44,0,0,647,0,0,0,5,54,315442,5,15505,142,54,2,11,633,250,0,406922,353,1182,0,0,0,0,74,2,100,70346,0,21134,818,407569,0,722,39,147,385788
Erode,7,621,10,23,148,1,15,141,19,4416,17,4,3,0,156,779678,2,178,30,2,16,6,3904,5352,1,954433,151,513,23,2,0,2,159,256,26,983,3,12862,161893,959030,1,175,5,88,941571
Pratapgarh,0,38,4,70,1037,85,5263,1,14,122,0,2,0,0,292,526045,6,185,94,29,6,1025,23,199,0,690803,2672,1008,0,2,1,17,379,0,167,121,2,15097,6,690942,6,149661,1144,1216,675706
Bundi,0,277,0,12,449,11,236,4,0,472,0,3,0,3,206,193510,1,336,662,90,13,73,105,114,0,290713,9264,270,1,1,0,0,250,1,2783,79766,0,17437,88,291192,3,1920,67,201,273276
Pashchimi_Singhbhum,28,1251,2,154,40952,108,712,11,17,725,8,7,0,0,105,259208,6,696,116,38,36,169925,110,257,0,530882,468,306,41,6,3,0,25227,13,390,684,3,101749,277,531650,23,4004,61,25672,429133
Sagar,1,297,18,127,1016,39,2744,1,2,938,2,0,0,0,358,408085,9,706,623,243,280,212,196,420,0,602984,151926,2414,19,12,4,2,221,0,723,1011,20,42973,200,603927,16,29959,414,669,560011
Udupi,9,1371,5,35,169,33,20,80,151,1361,47,18,8,5,421,279239,165,393,186,51,39,67,69887,8830,0,371732,166,5754,19,7,1,4,109,58,127,207,12,22606,3526,373389,19,397,25,368,349126
Katihar,6,486,58,2160,88959,6,582,655,36,7819,17,295,7,15,169,311493,6,222,1531,20,38366,8763,250,51,0,504906,135,209,21,11,2,451,5505,12,503,746,9,104454,64,513728,31,4869,5091,34097,400452
Koppal,3,15132,4,9,155,0,26,24,4,37,24,0,0,0,31,160672,53,129,320,6,18,28,101658,239,1,281945,71,792,1,11,0,0,45,2,38,1181,0,19615,1110,282034,0,155,20,35,262330
Hazaribagh,17,247,20,294,82875,63,2050,17,24,560,14,14,4,1,313,425866,15,865,648,235,290,153506,192,422,4,695778,821,693,17,34,2,22,1812,5,1863,1024,6,116406,152,696411,56,10118,238,10988,579372
Nainital,4,283,46,1177,5181,172,228,43,27,4282,105,35,3,6,2758,114232,34,279,1201,387,647,1721,277,208,2,308197,4519,788,58,43,81,244,228,3,2639,1102,44,84930,145,312689,12,58923,109035,1487,223267
Surguja,24,191,15,418,10674,202,45179,18,13,3803,4,288,4,0,105,451032,5,154,1322,37,22,31323,120,502,0,576179,11605,586,23,5,0,4,1239,1,515,301,4,79968,79,580305,2,18872,122,1492,496211
Amreli,3,145,0,12,529,4,143,30,15,115,6,0,3,64,26,382933,6,122119,33,45,8,123,87,122,0,512125,1228,2459,0,0,0,0,105,6,62,777,0,7073,77,512291,1,655,14,336,505052
Raigarh_(Chhattisgarh),5,467,3,191,5294,48,94331,6,1,746,5,5,0,0,205,276990,1,234,1294,46,116,4351,35,204,0,426378,5480,1113,2,5,1,3,28659,1,259,408,3,55057,164,427141,6,3683,89,2687,371321
Thiruvallur,332,44565,43,384,1406,94,27,76,47,9398,38,9,2,0,1132,521594,44,606,325,81,174,56,7050,20917,4,1165739,647,2279,40,25,3,43,1401,3357,433,3017,6,91552,552593,1175307,22,2081,28,928,1074187
Churu,0,31,4,809,363,17,15,16,3,242,6,3,5,3,412,418147,0,440,30289,24,23,47,38,53,0,565576,189,393,12,44,1,6,36,12,517,112283,1,35146,28,565846,26,686,28,594,530430
Madurai,61,400,12,29,76,5,0,25,25,3760,12,0,0,0,92,446041,3,158,15,7,25,4,458,1588,2,546017,40,803,14,0,1,5,26,158,25,583,1,4763,95213,549839,0,110,2,60,541254
Pudukkottai,81,140,10,12,14,2,0,3,5,7694,1,0,0,0,30,240274,6,13,1,2,8,0,209,411,1,293841,14,80,0,0,1,0,7,1112,4,12,0,2210,51357,301544,0,21,6,13,291631
Vizianagaram,21,115876,5,154,834,21,1005,25,3,279,2,4,0,0,66,499283,1,121,89,13,20,185,217,319,0,635693,738,328,27,13,1,9,12819,18,59,1015,0,20534,898,636006,1,275,2,1260,615159
Amritsar,7,570,52,1104,12343,1771,449,58,173,25714,98,4,3,4,5053,663252,13,708,7428,11367,4684,2053,399,436,0,881802,1486,2613,263,56,1,23,1023,9,120267,5704,20,98283,590,907849,36,31026,3064,3925,783519
Kishanganj,3,17,2,514,35857,12,20,0,8,4808,2,1,2,0,288,162607,0,134,107,13,53,2251,51,29,0,227751,76,123,19,4,8,9,109,0,322,999,17,29287,26,232571,23,1395,48,22613,198464
Yavatmal,6,15036,8,70,1200,32,7130,23,7,510,2,0,0,2,189,711967,26,2414,141,323,120,239,475,218,0,993868,7155,240437,24,4,10,7,419,2,252,1896,6,41464,365,994410,2,3152,37,504,952404
Idukki,6,120,5,12,70,11,8,30,42,987,84,7,0,0,97,206495,11,54,17,2,26,10,499,203856,4,460788,75,695,8,5,4,15,38,23,34,41,1,50437,48323,461938,1,138,24,60,410351
Murshidabad,10,166,6,843,8490,5,158,2,3,47766,6,0,0,0,174,1088061,4,186,98,20,101,15985,44,86,0,1289032,167,266,37,19,2,14,464,1,164,720,15,29824,42,1336809,188,1302,47,171147,1259208
Ernakulam,535,3384,15,340,848,96,283,391,252,4656,446,19,0,15,1835,827415,851,1440,528,117,195,370,4395,295668,297,1186171,769,7382,42,45,10,42,1124,292,507,861,3,63088,33346,1191958,21,1626,128,1346,1123083
Kargil,0,50,0,30,139,11,5,1,0,544,0,0,0,0,9,12413,0,14,94,63,1964,11,21,116,0,16041,32,49,4,12,1,4,17,1,126,76,8,1664,78,16586,1,291,274,127,14377
Saiha,0,0,0,350,137,0,1,0,0,1621,0,0,0,0,1,3471,0,0,0,14,3,59,0,31,0,6229,1,0,95,28,1944,2,1,0,3,2,4,814,6,7850,6,24,12,34,5415
Mumbai,581,126900,173,5568,157853,1578,5768,3285,1614,66540,1496,228,288,1014,32334,0,32673,502689,16544,6198,4719,22922,302759,113230,52,5161739,53380,1968020,636,396,72,196,39865,1028,29324,201019,260,3193719,163453,5234909,397,1244879,18694,106277,1968020
Warangal,19,139443,8,145,499,11,437,8,12,143,4,14,1,0,59,762702,1,274,50,8,27,54,499,557,0,909798,284,1422,6,3,0,2,392,12,70,846,0,7653,1526,909979,4,325,8,104,902145
Betul,7,372,2,154,2369,36,3213,1,1,5362,1,1,0,0,208,315947,4,362,220,13,36,1315,101,476,0,394135,43640,17914,1,1,1,4,414,2,267,783,0,34548,145,399503,0,5179,108,841,359587
Banas_Kantha,3,101,0,14,921,10,53,5,15,2076,2,1,4,3,61,653339,3,76415,118,58,51,133,63,166,0,764019,502,1483,3,3,0,0,79,52,86,28130,0,34265,92,766118,0,1880,34,159,729754
Thiruvananthapuram,133,1256,22,161,379,60,129,412,89,4244,196,11,2,2,716,452779,78,452,129,35,218,88,1751,117325,49,620925,386,2076,59,99,29,44,312,103,228,342,17,50821,40243,625885,5,671,71,476,570104
Puruliya,7,910,6,151,8491,15,248,6,1,1301,2,0,0,0,86,529783,5,175,125,3,35,87757,40,47,0,712121,140,246,139,5,2,1,1491,0,113,609,45,102915,71,713431,57,1866,29,79423,609206
Dhaulpur,0,28,0,11,1029,6,333,4,0,46,1,1,0,1,310,166176,1,114,225,203,9,201,5,52,0,249952,19920,186,6,5,1,0,20,22,229,12504,1,71272,9,250004,28,48127,54,136,178680
Haora,39,3785,21,1570,112670,106,988,15,28,31820,29,7,1,3,877,807203,42,1483,2330,85,134,15025,192,318,0,1327175,1170,1311,51,64,9,51,15659,9,1499,12624,53,224026,613,1359094,430,50571,243,295946,1103149
Senapati,0,2,222,185,135,0,1,0,0,149,0,0,0,0,3,24908,0,5,6,2,11,77,4,22,0,30634,3,8,4537,10,21,131,4,0,6,7,63,1189,1,30783,3,87,14,156,29445
Seoni,0,89,1,21,233,6,1864,0,0,241,0,0,0,0,41,281840,0,98,57,5,9,58,41,76,0,360720,67853,6723,1,1,0,0,30,0,53,211,0,11027,45,360961,0,1141,25,198,349693
Darrang,0,119,89,52432,3453,4,458,0,1,6591,0,0,0,0,19,290232,1,21,71,20,63,3458,24,33,0,356298,193,63,60,306,19,39,593,0,47,626,166,13634,23,362890,200,601,17,2848,342664
Porbandar,2,108,0,18,337,3,16,243,7,304,24,2,0,223,41,104293,5,51015,108,35,8,59,76,370,0,160936,875,1043,0,0,0,0,50,0,68,1443,0,5628,113,161516,1,454,34,138,155308
